price,postcode,bedrooms,baths,receptions,station,parking,garage,balcony,terrace,garden,porter,security,concierge,new,pre_owned,type_of_building,fireplace,wood_floors,listed,agent
820000.0,e8,3.0,2.0,1.0,hackney downs (0.2 miles),no,no,no,no,no,no,no,no,yes,no,flat,no,no,16th apr 2021,"savills - hackney wick fish island rds, e9"
695000.0,e8,2.0,1.0,1.0,hackney downs (0.2 miles),no,no,no,no,no,no,no,no,yes,no,flat,no,no,16th apr 2021,"savills - hackney wick fish island rds, e9"
895000.0,e8,3.0,2.0,1.0,london fields (0.0 miles),no,no,no,no,no,no,no,no,yes,no,flat,no,no,16th apr 2021,"savills - hackney wick fish island rds, e9"
605000.0,e8,1.0,1.0,1.0,london fields (0.0 miles),no,no,no,no,no,no,no,no,yes,no,flat,no,no,16th apr 2021,"savills - hackney wick fish island rds, e9"
825000.0,n4,2.0,2.0,1.0,manor house (0.1 miles),yes,no,yes,no,yes,no,no,yes,yes,no,flat,no,no,16th apr 2021,"jbrown property uk, e14"
570000.0,e9,1.0,1.0,1.0,hackney central (0.2 miles),no,no,yes,no,no,no,no,no,yes,no,flat,no,yes,16th apr 2021,"lrc - london sales and letting agency, sw1p"
1255000.0,sw8,2.0,2.0,1.0,vauxhall (0.6 miles),no,no,no,no,yes,no,no,no,yes,no,flat,no,no,16th apr 2021,"savills - margaret street rds, w1g"
965000.0,sw8,2.0,2.0,1.0,vauxhall (0.6 miles),no,no,no,no,yes,no,no,no,yes,no,flat,no,no,16th apr 2021,"savills - margaret street rds, w1g"
795000.0,se17,2.0,2.0,1.0,elephant & castle (0.4 miles),no,no,yes,yes,yes,no,no,yes,yes,no,flat,no,yes,16th apr 2021,"chase evans elephant & castle, se1"
1600000.0,nw1,2.0,2.0,1.0,camden town (0.1 miles),yes,no,no,no,yes,no,no,yes,yes,no,flat,no,no,16th apr 2021,"marsh & parsons - camden, nw1"
680000.0,e2,2.0,1.0,1.0,hoxton (0.2 miles),no,no,no,no,yes,no,no,no,yes,no,flat,no,no,16th apr 2021,"jll - city, ec4n"
720000.0,w14,2.0,2.0,1.0,west kensington (0.2 miles),no,no,no,no,no,no,no,no,yes,no,flat,no,no,15th apr 2021,"jll - new homes, w1b"
1800000.0,sw11,2.0,2.0,1.0,battersea park (0.3 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"maybria group, w1j"
1176000.0,n1,2.0,2.0,1.0,old street (0.2 miles),no,no,yes,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"jll - new homes, w1b"
1227000.0,n1,2.0,2.0,1.0,old street (0.3 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"jll - new homes, w1b"
1160000.0,e2,3.0,3.0,1.0,hoxton (0.2 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"jll - new homes, w1b"
670000.0,e2,1.0,1.0,1.0,hoxton (0.2 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"jll - new homes, w1b"
660000.0,e2,1.0,1.0,1.0,hoxton (0.2 miles),no,no,no,no,yes,no,no,yes,yes,no,flat,no,no,15th apr 2021,"savills - hackney wick fish island rds, e9"
